api_player_id,card_id,player_name,season,league_code,current_pool,rt,proposed_position,confidence,hold_reason,evidence,source_batch
22097,158597,A. Nordin,2122,L1,CAM,59,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role,batch_04_verified.csv
22097,158173,A. Nordin,2223,L1,CAM,69,Winger,low,"CHANGE proposed at low confidence , unresolved","Montpellier: wide forward/second striker - wide plurality, 9 goals",batch_04_verified.csv
22097,157759,A. Nordin,2324,L1,CAM,62,Winger,low,"CHANGE proposed at low confidence , unresolved",Wide rotation (1253 min),batch_04_verified.csv
22097,157384,A. Nordin,2425,L1,CAM,52,Winger,low,"CHANGE proposed at low confidence , unresolved",Wide rotation (1171 min),batch_04_verified.csv
10135,132023,Bruno Guimarães,2122,PL,CAM,69,CM,medium,"CHANGE proposed at medium confidence , unresolved",Jan arrival: box-to-box 8 in Howe's midfield (1032 min),batch_04_verified.csv
17,154579,C. Pulišić,1617,BL,CAM,69,Winger,medium,"CHANGE proposed at medium confidence , unresolved",BVB wide L/R as a teenager (1515 min),batch_04_verified.csv
17,154190,C. Pulišić,1718,BL,CAM,69,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Wide L/R under Bosz/Stoger,batch_04_verified.csv
50126,183969,D. Türüç,1718,TR,CAM,69,Winger,low,"CHANGE proposed at low confidence , unresolved",Turuc: wide man/set-piece taker per Turkish records - wide plurality,batch_04_verified.csv
93990,172924,Dirk Kuijt,1617,ERE,CAM,69,ST,low,"CHANGE proposed at low confidence , unresolved",Farewell title season rotated across CF/RW (plus CM cameos); CF plurality likely but not citable per-game,batch_04_verified.csv
25638,152826,F. Neuhaus,2021,BL,CAM,69,CM,medium,"CHANGE proposed at medium confidence , unresolved","Rose's Gladbach: central mid (8/10 hybrid, central plurality)",batch_04_verified.csv
50610,183487,G. Sio,1920,TR,CAM,69,ST,low,"CHANGE proposed at low confidence , unresolved",Sio: veteran CF; 10-goal season,batch_04_verified.csv
50610,183090,G. Sio,2021,TR,CAM,39,ST,low,"CHANGE proposed at low confidence , unresolved",Same CF role (1275 min),batch_04_verified.csv
41197,166261,Galeno,1819,PRT,CAM,60,Winger,low,"CHANGE proposed at low confidence , unresolved",Rio Ave loan: LW,batch_04_verified.csv
41197,165831,Galeno,1920,PRT,CAM,62,Winger,low,"CHANGE proposed at low confidence , unresolved",Braga LW (1494 min),batch_04_verified.csv
41197,165430,Galeno,2021,PRT,CAM,47,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Braga's fixed LW,batch_04_verified.csv
41197,164230,Galeno,2324,PRT,CAM,69,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Porto's fixed LW,batch_04_verified.csv
41197,163779,Galeno,2425,PRT,CAM,58,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Porto LW (1451 min),batch_04_verified.csv
44406,166901,Héldon Augusto Almeida Ramos,1617,PRT,CAM,49,Winger,low,"CHANGE proposed at low confidence , unresolved",Heldon: wide forward per Portuguese records,batch_04_verified.csv
44406,166501,Héldon Augusto Almeida Ramos,1718,PRT,CAM,69,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role at Guimaraes,batch_04_verified.csv
81,176966,K. Diatta,2021,BPL,CAM,69,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Brugge RW until Jan Monaco move (1504 min),batch_04_verified.csv
38130,172296,M. Mahi,1718,ERE,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved","Groningen LW (TM main position: Left Winger, verified earlier)",batch_04_verified.csv
38130,171931,M. Mahi,1819,ERE,CAM,69,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Same LW role,batch_04_verified.csv
38130,170774,M. Mahi,2122,ERE,CAM,57,Winger,low,"CHANGE proposed at low confidence , unresolved",879 rotation min at Utrecht; wide when used,batch_04_verified.csv
53659,167189,Miguel Cardoso,1617,PRT,CAM,45,Winger,low,"CHANGE proposed at low confidence , unresolved",Tondela wide forward per Portuguese records,batch_04_verified.csv
53659,166800,Miguel Cardoso,1718,PRT,CAM,69,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role; 8-goal season,batch_04_verified.csv
53659,182315,Miguel Cardoso,2122,TR,CAM,52,Winger,low,"CHANGE proposed at low confidence , unresolved",Kayserispor wide forward (1248 min),batch_04_verified.csv
53659,181929,Miguel Cardoso,2223,TR,CAM,65,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role,batch_04_verified.csv
53659,181528,Miguel Cardoso,2324,TR,CAM,51,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role; 7 assists,batch_04_verified.csv
53659,181155,Miguel Cardoso,2425,TR,CAM,68,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role; 8G/7A,batch_04_verified.csv
21451,159651,R. Ripart,1819,L1,CAM,69,Winger,low,"CHANGE proposed at low confidence , unresolved",Nimes: right-sided forward per French records - wide plurality,batch_04_verified.csv
25352,154592,Salomon Armand Magloire Kalou,1617,BL,CAM,69,Winger,low,"CHANGE proposed at low confidence , unresolved",Hertha: wide-left forward with CF share - wide plurality,batch_04_verified.csv
3430,183463,C. Ekuban,1920,TR,CAM,56,ST,low,"CHANGE proposed at low confidence , unresolved",Trabzonspor forward rotation (1151 min),batch_04_verified.csv
3430,183067,C. Ekuban,2021,TR,CAM,68,ST,low,"CHANGE proposed at low confidence , unresolved","CF/wide-left split post-Sorloth - CF plurality, 10 goals",batch_04_verified.csv
31615,146385,G. Castrovilli,2021,SA,CAM,68,CM,medium,"CHANGE proposed at medium confidence , unresolved",Fiorentina mezzala (8) under Iachini/Prandelli,batch_04_verified.csv
47473,140389,Jason,1718,LL,CAM,52,Winger,low,"CHANGE proposed at low confidence , unresolved",Levante RW (1793 min),batch_04_verified.csv
47473,139934,Jason,1819,LL,CAM,68,Winger,low,"CHANGE proposed at low confidence , unresolved",Same RW role,batch_04_verified.csv
33255,184678,Ł. Podolski,1617,TR,CAM,68,ST,low,"CHANGE proposed at low confidence , unresolved",Galatasaray: CF plurality with LW share (7 goals) - close,batch_04_verified.csv
50097,183178,M. Yandaş,1920,TR,CAM,68,CM,low,"CHANGE proposed at low confidence , unresolved",Sivasspor captain: 8/10 hybrid - central plurality per Turkish records,batch_04_verified.csv
50940,166415,Nani,1819,PRT,CAM,68,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Sporting return: LW (1350 min),batch_05_verified.csv
25644,153294,P. Herrmann,1920,BL,CAM,68,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Gladbach's veteran RW,batch_05_verified.csv
22095,160440,R. Hamouma,1617,L1,CAM,68,Winger,medium,"CHANGE proposed at medium confidence , unresolved",ASSE wide forward (L/R),batch_05_verified.csv
30488,146210,R. Orsolini,2021,SA,CAM,68,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Bologna's RW,batch_05_verified.csv
50205,184370,S. Eduok,1617,TR,CAM,61,Winger,low,"CHANGE proposed at low confidence , unresolved",Eduok: LW per Turkish league records,batch_05_verified.csv
50205,184312,S. Eduok,1718,TR,CAM,68,Winger,low,"CHANGE proposed at low confidence , unresolved",Same LW role; 7 goals,batch_05_verified.csv
879,159484,S. Mavididi,1920,L1,CAM,57,Winger,low,"CHANGE proposed at low confidence , unresolved",Dijon LW (1393 min),batch_05_verified.csv
879,158667,S. Mavididi,2122,L1,CAM,68,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Montpellier's LW; 8 goals,batch_05_verified.csv
879,158223,S. Mavididi,2223,L1,CAM,55,Winger,low,"CHANGE proposed at low confidence , unresolved",LW (1284 min),batch_05_verified.csv
879,131037,S. Mavididi,2425,PL,CAM,55,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Leicester LW,batch_05_verified.csv
41112,166005,Trincão,1920,PRT,CAM,68,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Braga RW before Barcelona move,batch_05_verified.csv
20633,160533,J. Cabot,1617,L1,CAM,67,Winger,low,"CHANGE proposed at low confidence , unresolved",Lorient RW (1269 min); pre-dates his wing-back conversion,batch_05_verified.csv
976,153921,K. Bellarabi,1718,BL,CAM,46,Winger,low,"CHANGE proposed at low confidence , unresolved",Injury-hit 1143 min; RW when fit,batch_05_verified.csv
976,153549,K. Bellarabi,1819,BL,CAM,67,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Leverkusen RW (1060 min),batch_05_verified.csv
976,153163,K. Bellarabi,1920,BL,CAM,63,Winger,medium,"CHANGE proposed at medium confidence , unresolved",RW rotation (1426 min),batch_05_verified.csv
976,152767,K. Bellarabi,2021,BL,CAM,21,Winger,low,"CHANGE proposed at low confidence , unresolved",789 fringe min; RW,batch_05_verified.csv
976,152381,K. Bellarabi,2122,BL,CAM,53,Winger,low,"CHANGE proposed at low confidence , unresolved",685 fringe min; RW,batch_05_verified.csv
30480,148127,Ladislav Krejčí I,1617,SA,CAM,67,Winger,medium,"CHANGE proposed at medium confidence , unresolved","The elder Krejci (winger, b.1992 - file's 'I' suffix + ID): Bologna LW, 8 assists",batch_05_verified.csv
1910,160669,M. Lopez,1617,L1,CAM,67,CM,medium,"CHANGE proposed at medium confidence , unresolved",Marseille's teenage deep playmaker/8,batch_05_verified.csv
1910,160232,M. Lopez,1718,L1,CAM,33,CM,low,"CHANGE proposed at low confidence , unresolved","Reduced role (1372 min), same central profile",batch_05_verified.csv
1910,159786,M. Lopez,1819,L1,CAM,53,CM,medium,"CHANGE proposed at medium confidence , unresolved",Central mid (2186 min),batch_05_verified.csv
1910,159399,M. Lopez,1920,L1,CAM,48,CM,low,"CHANGE proposed at low confidence , unresolved",1109 rotation min,batch_05_verified.csv
126642,152413,P. Wimmer,2122,BL,CAM,67,Winger,low,"CHANGE proposed at low confidence , unresolved",Bielefeld: wide L/R attacking role - wide plurality,batch_05_verified.csv
48471,153368,R. Vargas,1920,BL,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Augsburg LW,batch_05_verified.csv
48471,152979,R. Vargas,2021,BL,CAM,67,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Same LW role,batch_05_verified.csv
3424,183016,B. Mensah,2021,TR,CAM,56,CM,low,"CHANGE proposed at low confidence , unresolved",Besiktas title season: central-midfield plurality beside Atiba/Souza,batch_05_verified.csv
451,184568,B. Ndiaye,1617,TR,CAM,66,CM,medium,"CHANGE proposed at medium confidence , unresolved",Badou Ndiaye (by ID/club): Osmanlispor's box-to-box CM; earned the Stoke move in that role,batch_05_verified.csv
51045,182342,D. Rossi,2122,TR,CAM,66,Winger,low,"CHANGE proposed at low confidence , unresolved",Diego Rossi: LW/second-striker at Fener - wide plurality,batch_05_verified.csv
51045,181947,D. Rossi,2223,TR,CAM,58,Winger,low,"CHANGE proposed at low confidence , unresolved",Same profile (1584 min),batch_05_verified.csv
41161,183040,Davidson,2021,TR,CAM,66,Winger,low,"CHANGE proposed at low confidence , unresolved",Davidson: LW per Turkish league records; 11-goal season,batch_05_verified.csv
41161,182533,Davidson,2122,TR,CAM,54,Winger,low,"CHANGE proposed at low confidence , unresolved",Same LW role,batch_05_verified.csv
8483,176683,J. Dompé,2122,BPL,CAM,66,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Zulte's fast LW; 12 assists,batch_05_verified.csv
47574,140918,Moi Gómez,1617,LL,CAM,66,Winger,low,"CHANGE proposed at low confidence , unresolved",Sporting Gijon: wide-left attacking role,batch_05_verified.csv
409,154192,N. Bentaleb,1718,BL,CAM,66,CM,low,"CHANGE proposed at low confidence , unresolved",Schalke: central mid/8 (1010 min),batch_05_verified.csv
2809,153764,R. Steffen,1819,BL,CAM,66,Winger,low,"CHANGE proposed at low confidence , unresolved",Wolfsburg wide rotation (L/R),batch_05_verified.csv
2996,159622,S. Thioub,1819,L1,CAM,66,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Nimes RW (2481 min),batch_05_verified.csv
2996,159217,S. Thioub,1920,L1,CAM,43,Winger,low,"CHANGE proposed at low confidence , unresolved",Angers wide rotation,batch_05_verified.csv
2996,158773,S. Thioub,2021,L1,CAM,42,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide rotation,batch_05_verified.csv
2996,158325,S. Thioub,2122,L1,CAM,20,Winger,low,"CHANGE proposed at low confidence , unresolved",953 min at ASSE; wide when used,batch_05_verified.csv
31146,146484,S. Tonali,2021,SA,CAM,28,CDM,medium,"CHANGE proposed at medium confidence , unresolved",Pioli 4-2-3-1: double pivot (1335 settling-in min),batch_05_verified.csv
22104,160783,Y. Salibur,1617,L1,CAM,66,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Guingamp's wide man; 8-goal season,batch_05_verified.csv
22104,160357,Y. Salibur,1718,L1,CAM,53,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role (1529 min),batch_05_verified.csv
22104,159937,Y. Salibur,1819,L1,CAM,30,Winger,low,"CHANGE proposed at low confidence , unresolved",881 min at ASSE; wide in cameos,batch_05_verified.csv
22104,182782,Y. Salibur,2021,TR,CAM,21,Winger,low,"CHANGE proposed at low confidence , unresolved",798 min at Karagumruk; wide in cameos,batch_05_verified.csv
50910,140885,A. Katai,1617,LL,CAM,65,Winger,low,"CHANGE proposed at low confidence , unresolved",770 min at Alaves; LW when used,batch_05_verified.csv
272,160638,A. Rabiot,1617,L1,CAM,57,CM,medium,"CHANGE proposed at medium confidence , unresolved",PSG central mid (some 6),batch_05_verified.csv
272,160202,A. Rabiot,1718,L1,CAM,57,CM,medium,"CHANGE proposed at medium confidence , unresolved",Emery's midfield 8/6,batch_05_verified.csv
272,144357,A. Rabiot,2526,SA,CAM,65,CM,medium,"CHANGE proposed at medium confidence , unresolved",Allegri's Milan: central mid through the autumn; spring half beyond reliable coverage,batch_05_verified.csv
21437,158936,D. Bouanga,2021,L1,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",ASSE LW,batch_05_verified.csv
18809,133129,Deulofeu,1920,PL,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Watford: wide-left forward,batch_05_verified.csv
30410,146464,F. Chiesa,2021,SA,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Juve wide L/R (incl. wing-back spells under Pirlo) - wide plurality,batch_05_verified.csv
30410,146041,F. Chiesa,2122,SA,CAM,49,Winger,low,"CHANGE proposed at low confidence , unresolved",868 min before ACL; wide when used,batch_05_verified.csv
1944,177717,J. Paintsil,1819,BPL,CAM,42,Winger,low,"CHANGE proposed at low confidence , unresolved",Genk: young wide forward (1053 min),batch_05_verified.csv
1944,182999,J. Paintsil,2021,TR,CAM,65,Winger,low,"CHANGE proposed at low confidence , unresolved","Ankaragucu wide forward; 11 goals, thin split data",batch_05_verified.csv
30533,147483,M. Locatelli,1718,SA,CAM,24,CM,low,"CHANGE proposed at low confidence , unresolved",666 min of young regista/8 cameos at Milan,batch_05_verified.csv
30533,147062,M. Locatelli,1819,SA,CAM,65,CM,medium,"CHANGE proposed at medium confidence , unresolved",De Zerbi's midfield 8 (1849 min),batch_05_verified.csv
30533,146175,M. Locatelli,2021,SA,CAM,61,CDM,medium,"CHANGE proposed at medium confidence , unresolved",De Zerbi's deep regista in the double pivot (2885 min),batch_05_verified.csv
21509,153031,M. Thuram,2021,BL,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Rose's left forward (some CF),batch_05_verified.csv
2598,170955,R. Dōan,2122,ERE,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",PSV RW (1517 min),batch_05_verified.csv
41288,166974,Ricardo Valente,1617,PRT,CAM,47,Winger,low,"CHANGE proposed at low confidence , unresolved",Pacos: wide forward per Portuguese records (1496 min),batch_05_verified.csv
41288,166574,Ricardo Valente,1718,PRT,CAM,65,Winger,low,"CHANGE proposed at low confidence , unresolved",Maritimo wide forward; 8 goals,batch_05_verified.csv
50157,166831,T. Boyd,1718,PRT,CAM,57,Winger,low,"CHANGE proposed at low confidence , unresolved","Tyler Boyd (by ID/club history, NOT Terrence the striker): Tondela loan RW",batch_05_verified.csv
50157,183809,T. Boyd,1819,TR,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Ankaragucu loan: RW - the 6G/4A spell that earned the Besiktas move,batch_05_verified.csv
50157,183425,T. Boyd,1920,TR,CAM,33,Winger,low,"CHANGE proposed at low confidence , unresolved",Besiktas RW (940 min),batch_05_verified.csv
2808,187436,A. Mehmedi,1718,BL,CAM,64,Winger,low,"CHANGE proposed at low confidence , unresolved",988 min: wide/second-striker rotation - wide plurality,batch_05_verified.csv
50043,183775,B. Samudio,1819,TR,CAM,59,Winger,low,"CHANGE proposed at low confidence , unresolved","Samudio: wide forward per Turkish records - CF share, thin data",batch_05_verified.csv
50043,183376,B. Samudio,1920,TR,CAM,51,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide-forward profile,batch_05_verified.csv
50043,182944,B. Samudio,2021,TR,CAM,64,Winger,low,"CHANGE proposed at low confidence , unresolved",Same profile; 8G/4A season,batch_05_verified.csv
48079,169554,J. Karlsson,2526,ERE,CAM,51,UNSURE,unsure,"UNSURE , research could not establish the season role",No reliable per-season record for Utrecht 25/26 available here (688 min); declining to infer from career position,batch_01_verified.csv
18906,132250,Ayoze Pérez,2122,PL,CAM,56,UNSURE,unsure,"UNSURE , research could not establish the season role",443 fringe minutes; no citable per-season position data,batch_02_verified.csv
18906,131860,Ayoze Pérez,2223,PL,CAM,27,UNSURE,unsure,"UNSURE , research could not establish the season role",380 fringe minutes before Jan exit; no citable data,batch_02_verified.csv
1646,130407,Lucas Paquetá,2526,PL,CAM,55,UNSURE,unsure,"UNSURE , research could not establish the season role",25/26 role split CM/AM under Nuno and spring half beyond reliable coverage here,batch_02_verified.csv
547,108921,D. van de Beek,2526,PL,CAM,57,UNSURE,unsure,"UNSURE , research could not establish the season role",25/26 Forest spell post-dates reliable coverage here; no citable data,batch_02_verified.csv
36905,172820,G. Til,1617,ERE,CAM,43,UNSURE,unsure,"UNSURE , research could not establish the season role",316 fringe minutes; no citable per-season data,batch_02_verified.csv
2913,159927,Kwon Chang-Hoon,1819,L1,CAM,47,UNSURE,unsure,"UNSURE , research could not establish the season role",935 min in an injury-disrupted season; no citable position data,batch_02_verified.csv
744,140241,Brahim Díaz,1819,LL,CAM,48,UNSURE,unsure,"UNSURE , research could not establish the season role",381 fringe minutes; no citable per-season data,batch_02_verified.csv
46884,140734,Carlos Carmona Bonet,1617,LL,CAM,77,UNSURE,unsure,"UNSURE , research could not establish the season role",Cannot separate this Carmona's per-season role with citable evidence; declining to guess,batch_02_verified.csv
8965,177410,F. Selemani,1920,BPL,CAM,27,UNSURE,unsure,"UNSURE , research could not establish the season role",353 fringe minutes; no citable data,batch_02_verified.csv
49857,182737,İ. Kahveci,2021,TR,CAM,NR,UNSURE,unsure,"UNSURE , research could not establish the season role",669 min after Jan transfer to Fener; no citable data,batch_02_verified.csv
49857,181153,İ. Kahveci,2425,TR,CAM,48,UNSURE,unsure,"UNSURE , research could not establish the season role",934 injury-hit minutes; no citable data,batch_02_verified.csv
50180,183024,S. Gürler,2021,TR,CAM,NR,UNSURE,unsure,"UNSURE , research could not establish the season role",355 fringe minutes; no citable data,batch_02_verified.csv
105581,177282,D. Hotić,1920,BPL,CAM,34,UNSURE,unsure,"UNSURE , research could not establish the season role",512 fringe minutes; no citable data,batch_02_verified.csv
26,153580,M. Wolf,1819,BL,CAM,37,UNSURE,unsure,"UNSURE , research could not establish the season role",828 fringe minutes at BVB; no citable data,batch_02_verified.csv
47447,181690,P. Sisto,2324,TR,CAM,27,UNSURE,unsure,"UNSURE , research could not establish the season role",686 fringe minutes late-career at Alanyaspor; no citable data,batch_02_verified.csv
2459,147232,D. Machís,1819,SA,CAM,27,UNSURE,unsure,"UNSURE , research could not establish the season role",457 fringe minutes at Udinese; no citable data,batch_03_verified.csv
50464,182960,M. Thiam,2021,TR,CAM,58,UNSURE,unsure,"UNSURE , research could not establish the season role",Fener rotation across all front positions (1490 min); no citable per-season split,batch_03_verified.csv
41190,165938,Carlos Júnior,1920,PRT,CAM,60,UNSURE,unsure,"UNSURE , research could not establish the season role",Cannot cite a per-season role at Santa Clara; declining to guess,batch_03_verified.csv
41190,165551,Carlos Júnior,2021,PRT,CAM,72,UNSURE,unsure,"UNSURE , research could not establish the season role",14-goal season but no citable per-season position split at Santa Clara,batch_03_verified.csv
21446,159330,A. Bobichon,1920,L1,CAM,52,UNSURE,unsure,"UNSURE , research could not establish the season role",653 fringe minutes at Angers; no citable data,batch_03_verified.csv
272726,170451,D. Rots,2223,ERE,CAM,NR,UNSURE,unsure,"UNSURE , research could not establish the season role",715 fringe minutes; no citable data,batch_04_verified.csv
17,153865,C. Pulišić,1819,BL,CAM,57,UNSURE,unsure,"UNSURE , research could not establish the season role",483 fringe minutes; no citable data,batch_04_verified.csv
41197,165034,Galeno,2122,PRT,CAM,26,UNSURE,unsure,"UNSURE , research could not establish the season role",303 fringe minutes; no citable data,batch_04_verified.csv
21451,158360,R. Ripart,2122,L1,CAM,45,UNSURE,unsure,"UNSURE , research could not establish the season role",Troyes role rotated between forward and wing-back; no citable per-season split,batch_04_verified.csv
33255,183542,Ł. Podolski,1920,TR,CAM,45,UNSURE,unsure,"UNSURE , research could not establish the season role",372 fringe minutes; no citable data,batch_04_verified.csv
50097,183956,M. Yandaş,1718,TR,CAM,42,UNSURE,unsure,"UNSURE , research could not establish the season role",839 rotation minutes; no citable role split,batch_04_verified.csv
107,159713,S. Diop,1819,L1,CAM,21,UNSURE,unsure,"UNSURE , research could not establish the season role",742 fringe teenage minutes; no citable data,batch_05_verified.csv
3424,167211,B. Mensah,1617,PRT,CAM,NR,UNSURE,unsure,"UNSURE , research could not establish the season role",881 fringe minutes (NR goals); no citable data,batch_05_verified.csv
41288,166175,Ricardo Valente,1819,PRT,CAM,28,UNSURE,unsure,"UNSURE , research could not establish the season role",420 fringe minutes; no citable data,batch_05_verified.csv
41288,165736,Ricardo Valente,1920,PRT,CAM,32,UNSURE,unsure,"UNSURE , research could not establish the season role",441 fringe minutes; no citable data,batch_05_verified.csv
50157,166433,T. Boyd,1819,PRT,CAM,NR,UNSURE,unsure,"UNSURE , research could not establish the season role",425 fringe minutes at Guimaraes; no citable data,batch_05_verified.csv
50157,183011,T. Boyd,2021,TR,CAM,27,UNSURE,unsure,"UNSURE , research could not establish the season role",318 fringe minutes at Sivasspor; no citable data,batch_05_verified.csv
